Author,Publication Date,Review
rtikulit,"on July 1, 2019",Maybe even step back to first principles... “Can your company even recognize when someone does something exceptional?”
asdfman123,"on July 1, 2019",Build trust and respect instead of elaborate processes to compensate for the lack of them.
marcosdumay,"on July 1, 2019","> Doing AgileYou mean the ones following one of those canned ""agile processes""?It always amused me how people could read the Agile Manifesto and then conclude that it's best satisfied by following a canned process."
Zenbit_UX,"on July 1, 2019","Got any insight as to why TDD is such a great thing?From how Ive heard it described it seems to be a way for management to impose rules on how developers can approach writing a feature and not necessarily a benefit to the devs.If I understand it properly, it's essentially write a test so it fails then fill in the feature gap. The whole write first bit is just so you don't have to retest later to verify that your test didn't hit a false positive, right? Something a careful person would check anyways..."
mpweiher,"on July 3, 2019","1. It's not a management-imposed thingTDD was discovered as technique by developers, for their own benefit.  Management imposing it can be a bit of an anti-pattern, though it may be well-intentioned.  I have certainly pushed teams to TDD, though primarily by example and by the positive experience you quickly get.Anyway, TDD has nothing to do with management imposition.  It is really diametrically opposed, at most orthogonal.2. ""test didn't hit a false positive""Yes, that's a good thing, though hardly the main point.  You write that a careful person does this anyway.  I'd rather have a machine do that for me, and have less of a requirement on me to be careful.  Computers are much better at being careful, and I want them to do the tedious stuff.I also am wary of claims of ""you just need to be careful"".  Probably lots of bugs ahead!3. So why is TDD so great?First, it's a design technique.  Writing the test first forces you to think about how your new production code will be called.  It also forces you to be clear about what the code is supposed to do, precisely, before you write the code.  Writing the test tends to be significantly less difficult than writing (correct) code to solve the problem.  You then write only the minimal code that is required to pass the test, which surprisingly also tends to be fairly trivial.  Also, you know when you're done:  when the tests are green again.So you've transformed one difficult step into two fairly trivial steps.  Which sounds weirdly magical, but actually works in practice.  Also, since you only wrote the minimal code that was required for the tests to pass, you know that you have good test coverage.After you've done a few, you're in a place to detect duplication and eliminate it by refactoring.  This tends to be somewhat more intellectually challenging.   However, you are truly refactoring, that is not changing the functionality, so you have a great safety net with the good test coverage you achieved before.So you get this small steps that are fun and easy, and you tend to not regress.Psychologically, it's also very pleasant, compared to the usual flow, which goes somewhat as follows:   1. I have a rough understanding of the problem,
   2. I code a solution, which is at the limits of my understanding 
      (because everything is up in the air)
      This part feels very good, ""I am the master of the universe""
   3. Then I should write some tests, but the incentives are a bit negative
       -> if the tests all pass, nothing happens, so why did I write the tests?
          also if nothing happens, how do I know I actually tested something?
          (not by ""being careful"")
       -> if the tests do show a failure, it's a distinct downer from step 2
          (and so I probably subconsciously write my test so they don't fail)
   4. I don't really want to refactor, because my solution from step 2 was already awesome!


TDD:   1. I write a test.  It fails appropriately.                        That makes me happy.
   2. I write minimal code.  Tests go green.                          That also makes me happy.
   3. I refactor.  The code now is much nicer and tests still green.  More happiness.

So with most normal development flows you get that initial rush and then a lot of downers.  With TDD, you don't get quite the same initial excitement, but instead you get these nice regular dopamine hits without really much downside."
bewo001,"on July 1, 2019","Agile has fallen into the hands of big consultants. Now the focus is on process, with more meetings and presentations than ever before."
ataturk,"on July 1, 2019","Am tired, just dead bones tired of all of it.  It's all just this or that money making scheme with guys like me caught in the middle.  I despised Waterfall, fell into scrum and in the past ten or so years kinda sorta saw one project where agile basically worked right.  The rest has been mostly waste.  I've worked on billion dollar systems on down to just little nothings.  Doesn't matter, companies are struggling to make anything work.  I think there's just too much complexity and they all believe IT solutions can manage that complexity.  It's failing like never before while expectations have never been higher.Message to the Fortune 500:  Just get rid of anyone with the title ""scrum master"" they're dead weight.  You were fooled, deal with it.  I am trying to move my team over to Kanban right now, but we have all this reporting crap up the chain all designed around CA Rally, the worst productivity tool ever made."
JoeAltmaier,"on July 1, 2019",Good advice for an experienced team. Couple it with good reporting (who's job is that?) and management could be good with it.Green teams may need more structure. But the structure should not take over; it should be a tutorial and get rethought as the team matures.
maxxxxx,"on July 1, 2019",You also need to give people the chance to make mistakes and learn from them. I don’t envy a lot of the young developers who get micromanaged all the time and  never have a chance to try something.
alexanderdou,"on July 1, 2019","Perhaps I've just always been extraordinarily lucky, but I've never heard the developers I work with complain about our Pointing and Development cycle (and I'd like to think I do try my best to 1) proactively ask them for feedback and 2) recognize and squelch any of my own reactionary defensiveness that comes from feedback).One thing I see a lot in the comments is about time estimates and the amount of pressure that that brings and the rarity in which it works.In my teams we NEVER talk about time of delivery with Engineering. I've always been trained to think of pointing as an estimate of ""complexity"" (e.g. 1 point is roughly the complexity associated with a copy change).Then, by getting a track record of historical points completed in a week, we can transform our way from feature => complexity => time."
t0mbstone,"on July 1, 2019","Complexity only matters if it can be correlated to time.For example, if you ask someone to transcribe 10,000 pages of text, and you know that they type 60 words per minute, and that there are an average of 300 words per page, then you can estimate that it will take approximately 833 hours to transcribe.If we followed your method of estimating stories strictly by complexity, however, this is clearly only a one pointer story. After all, there is nothing complex at all about the dull task of rote transcription, and all quantities are known and established.When people talk about ""complexity"" in software development, what they are really talking about is how certain they are in their knowledge about all the things they have to touch. The more things they have to touch, and the more things they are unfamiliar with, the more things can unexpectedly go wrong.Each task should really receive two estimates:1. How long do you think this will take?2. How certain are you of this estimate, given all the factors you are aware of?That would be too much work, though, so people condense this into a single point value and hope for the best."
nerdponx,"on July 1, 2019","Ah, yes, the old ""you're not doing it right, so read these 3 books and follow 10 bloggers every day"" argument."
unreal37,"on July 1, 2019","That was the weirdest part. ""How many books do you read? Go read more books."""
bendixso,"on July 1, 2019",Seriously. Just keep piling more bullshit on top of the bullshit
collyw,"on July 3, 2019","That would be more helpful than the far more common response of just ""you are doing it wrong"" argument with absolutely no indication of how to do it right."
Zelphyr,"on July 1, 2019","The biggest problem I’ve found with Agile hasn’t necessarily been Agile itself but the lack of buy-in from company leadership. Even when we’ve had professional Agile trainers come in and tell them that not only must they embrace it for us to be successful, but they themselves must go through the training. They usually waive it off as something they’ll get to eventually. Almost immediately we wind up with a bastardized version of Agile that basically doesn’t work because the leadership doesn’t understand why we “can’t just” do something."
rayanm,"on July 1, 2019",Agile was dead to me when I finished my PhD and joined a company that paid a Scrum consultant more than they paid me to help us move tickets without knowing what was the project about.
kybernetikos,"on July 1, 2019",You'll probably find that the most highly paid people in most organisations only have a fairly abstract understanding of the work being done. This is nothing to do with agile.
rayanm,"on July 1, 2019","I am perfectly fine with paying more for a technical project manager, or a team lead who can help us glue things together and see the big picture. But I am not fine with hiring a consultant who doesn't know anything about our product and thinks that Agile has some magic to deliver products."
bitwize,"on July 1, 2019","Agile in practice is a way for Corporate to have its cake and eat it too: get the results and productivity associated with outstanding programmers, using the programming talent they have/can hire, with a minimum of risk exposure. Part of this is the attempt (also seen in other corporate quality efforts like ISO9000) to distill skills into process: to produce a book of rules that, rigidly enforced on relatively unskilled workers, will cause them to perform at the level of highly skilled workers. Hence my repeated quip that ""Agile is attempting to emulate a good programmer with an array of average programmers"". Unfortunately for Corporate, It Just Doesn't Work That Way.Now I believe that Agile was started with good intentions, but today it is much more a motte-and-bailey doctrine. The motte being ""Agile is the values in the Agile Manifesto"". The bailey being ""Agile is Scrum and SAFe, and all these meetings, ceremonies, and process are a necessary component of Agile"". And I think this is why people fall into no-true-Agile discussions and eventually end up disappointed with something that showed a lot of promise. Agile started off a plea from programmers to Corporate, and it caught Corporate's ear. But once in Corporate's possession, it was deployed to serve Corporate ends only."
andrei_says_,"on July 1, 2019","I love this talk by Dave Thomas, one of the people whose names are on the original Agile Manifesto.Among other things he speaks about the simplicity of the Manifesto, about the cultish movement and consulting services which rose around it and the cultish, distorted, complex vortex of BS that has formed around a super simple concept.https://m.youtube.com/watch?v=a-BOSpxYJ9M"
logfromblammo,"on July 1, 2019","The longer I stay in this industry, the more anecdotes I accumulate that suggest that software development is not exclusively software development.Software development is solutions development; but for a large subclass of problems, custom-built software that automates the tedious, predictable, and repetitive parts of the solution has been and always will be a competitive way to solve them.  It's synecdoche, a metonymy for ""software development [and other assorted disciplines of problem-solving]"".Software is the hammer in the toolbox.  Things that look like nails get hammered.  The hammer is so useful to organizations that have many nail-like objects sticking up, that handypersons who only have a hammer in their toolbox can still work continuously, and may never need to do anything else but hammer things.  This may become common enough that folks who also keep vice grips, screwdrivers, hand saws, duct tape, and penetrating oil in their toolboxes are forbidden from using those tools.  They were hired for the hammer; they should use the hammer.  And what's all this nonsense about non-hammer tools, anyway?  We've never needed anything but hammers here, and that's the way we like it.Agile is about advising organizations with strict rules and style guides for nail-hammering to loosen up and let the hammerers determine how to wield their own hammers, and possibly also choose the length and width of the nails.Despite the amount I actually get paid, working upstream of the problem far enough to eliminate both the nail and the hammer--possibly using a more appropriate tool--is apparently above my pay grade.  Agile never fixed that.  It never even suggested that a non-hammer world exists.  Even the CTO position might as well be chief hammering officer.  The 'T' restricts the domain of authority.  An organization that is agile instead of just Agile needs to have someone around that can meaningfully restructure the company itself, such that the assumptions already built in to its organizational hierarchy are not inevitably replicated in the processes of all of its subdivisions.  That's why Agile never fixed anything.  The CEOs still kept telling their CTOs to take charge of all the hammers and pound something out.  Those companies founded to be Agile put different assumptions into their organization.  When that changes, going through the motions of Agile won't help them any more."
inlined,"on July 1, 2019","I’ve been a tech lead for 6 years and Agile has given me a lot of imposter syndrome because I can’t seem to make it work for me. The biggest point for our org is to cost work items and realize a consistent throughput for our team on which we can make scheduling predictions.Unfortunately my tasks tend to be nebulous. They involve investigating very large potential systems and breaking out smaller tasks, many of which won’t be fully understood till we’re in the trenches. How do I cost the time it takes to learn how Spanner will handle my design and update architecture accordingly? How do I cost “interrupt driven” work like getting buyoff on a given architecture? One of my OKRs was literally “Create a security model for a new foundational technology that is acceptable to all integrators, follows Google Cloud best practices, and can be represented in Kubernetes.” How would you break that into (bi)weekly sprints? You don’t even know what work you’ll have to do until you go to a committee of stakeholders and get told where you have to go back to the drawing board."
keithnz,"on July 1, 2019","See, this is about agile going wrong....  back in the early days of XP, a term started popping up ""Brain Engaged"", meaning that you don't blindly follow perscribed processes.  The manifesto tried to capture this in somewhat frilly language.  So be agile ( not in the dogmatic process sense of Agile with a capital 'A').  You have to do something like ""create a security...blah blah"".  You don't have to do anything bi weekly, what you need is a way of of doing that where you can get feedback as soon as possible, how do you iterate through possibilities and arrive at a good decision? how do you involve the people who need to be involved in a way that you get good contribution? How do you make it so it is robust, how do you progressively work towards the goal while minimizing risks and failing fast? If nothing else, the core of agile is feedback loops and communication with the various people involved at a rate that people need."
inlined,"on July 1, 2019","To expand a little, since the org wants accurate estimates we need to accurately measure throughout and the total quantity of work. Though throughout trends stabilize pretty quickly, the system falls apart when one task reveals another. Accurately breaking down and costing every sub task at sub-week granularity for a multi-year project is an almost insurmountable task. It requires effectively doing all the work in your head.I’ve seen one compromise and benefit to the system:Compromise: push back on scheduling until the date you give for coming up for a date of completion. This works best during the final phases of development.Benefit: with weekly throughput info, it’s easy to tell if someone is trying to do too much in a sprint."
RocketSyntax,"on July 1, 2019","""We don't want to follow the agile process..."" followed by ""why isn't agile working for us?!""I blame the ambiguous manifesto."
specialist,"on July 1, 2019",The Agile Methodology is to argue about The Agile Methodology.
KZeillmann,"on July 1, 2019","Oh look, it's the weekly ""Agile is bad"" post. I've successfully worked on two teams (including my current job) where we're a truly agile dev team. We value interactions over processes and tools, collaboration over contracts, and responding to change over following a plan.Agile is not and has never been a cure-all. Scrum doesn't solve any problems. It's supposed to reveal the problems that exist and make them apparent to anyone looking at the scrumboard. If you don't change your team dynamic and just start looking at a JIRA board every day in 30 minute ""standup"" meetings, you're not agile. You're just cargo culting.I'm tired of people blaming ""agile"" -- which is mainly about self-organizing teams and adapting quickly to changing circumstances, for what's really a management failure."
stcredzero,"on July 1, 2019","But but but, the problem is Waterscrumfall, not Agile as intended in the ManifestoHere's the thing. Corporations are hierarchical. Human beings are  hierarchical. We're also communal, but start putting us into larger and larger group situations where we're facing competition, stress, and we must engage in concerted effort, and we go into hierarchical mode.Why does everything tend to go back to waterfall? It's because that's how management likes it, for reasons which go down to basic human nature in the kinds of environments technology companies create. Heck, even the financial markets demand fictional planning and forecasts of the unknowable future. Bosses want to be able to make plans.One thing which Waterscrumfall has achieved, is that the iterations are much faster. That even fits the ""next quarter"" mindset of the financial markets."
mbar84,"on July 1, 2019","Very well said. If there's a methodology that starts with: these are the people involve, these are their incentives and this is the expected outcome in game theory, then I think we'll be making progress on methodology."
stcredzero,"on July 1, 2019","Methodologies are pretty good about that in the short term. If Agile were bad at that, then it wouldn't have spread. I think the problem is more Agile in the long term. It's a more general problem faced by longer term software projects.The answer might be to have shorter term software projects. Make everything more modular, have a standard backplane into which everything can plug into, and enable competing short term projects. I think today's trend is to make corporations into ecosystems, and this change might be able to shape incentives positively."
arendtio,"on July 1, 2019","> How does the first line of the Agile Manifesto begin?It is kinda funny. For me the first line has always been:> Individuals and interactions over processes and toolsAnd when I am asked to explain Agile, that is always at the core of my message. Form a team, let them do their work and start learning how they can improve how they do it.From my perspective, the primary role of a (software development) Project Manager/Scrum Master is to create an environment where the team can optimize itself while not drifting into personal conflicts (create a healthy environment for collaboration and feedback). Everything else, like planning/risk management/change management/stakeholder management/reporting/presenting come afterward.Those other things are important too (and should not be skipped completely), but if the team doesn't work, most of the other tasks create little value."
forgottenpass,"on July 1, 2019","I don't know any description of Agile better than meaningless buzzword.  Buzzwords are not without value. They are a tool for selling a change without describing all the nitty gritty.""Agile"" is a lie that before 2001 nobody at all had ever done iterative software development, and all software process ideas that came after 2001 are by definition ""agile.""""Agile"", as with any other buzzword, is not for people who actually understand the details of the change; it's for someone who needs a handle onto concepts that would fly over their heads without a buzzword.  Lets stop litigating the term, and move on."
SkyBelow,"on July 1, 2019",">Quit with the local optimizations already, and realize trust is the №1 issue.So how do you trust someone who would outsource your position if they believed it would save money and reduce their work load?  Management and employees have an inherently adversarial relationship that is poisonous to trust.  I think it can still develop at times, but under our current culture where everyone knows someone whose job was made redundant with little recourse for their employment, you might as well be asking for a coconut to grow in an active lava flow."
jacques_chester,"on July 1, 2019","In my experience, these discussions boil down to anecdotes at twenty paces.I've seen software development done very poorly and done very well, sailing under a variety of flags. But on an eyeballing there are far more bad experiences than good that get labeled ""Agile"".Whether this is because of causal differences or because it's easy to affix any label to anything (and most experiences suck regardless of the label) is hard to tell without a control-group universe were the Agile Manifesto was never written.If anyone needs me, I'll be counting to twenty."
wayoutthere,"on July 1, 2019","I have a theory here... culture beats process, but companies without the culture have to rely on process. So you’ll find that companies with the right culture can deliver better results without needing a bunch of process, but companies without the culture end up having to force it with process.And tbh, despite how bad “Agile” process can be, it’s a lot better than pure waterfall."
chris11,"on July 2, 2019","How do you like agile at Pivotal? I'm curious, they have some really strongly heard opinions about how to do agile correctly."
jacques_chester,"on July 2, 2019","Pivotal on the whole does software development as well as I've experienced. When you hit the sweetspot for our core practices it's really impressive. Everything just sort of flows.Sometimes it goes off the rails. That is in the nature of things. But it goes off the rails as an exception, rather than as a rule.If there's a key to the magic it's (1) hire for empathy as well as smarts and (2) reflect on what can be done better."
todd8,"on July 2, 2019","In addition to the difficulty in making a meaningful estimate, I'm frustrated by how often management really wants to hear a particular answer and won't settle for anything but that answer. It can go like this:1. Developers size development of X and says it will take roughly 12 months.2. Management says the rest of the organization is going into system test in 9 months and needs X finished by then. Couldn't there be some way of speeding up the development of X without impacting the rest of the organization?3. X's developers say no, not really.Now management tries one or more of the following:-- find someone else to size the work that X's developers will be expected to do-- hire some outside ""expert"" to size X-- hire contract programmers that claim to be experts in X that will join the X team-- suggest reduced functionality for X-- propose some modified ""streamlined"" component testing for X-- promise to provide X's required dependencies ahead of their scheduled completion dates so X's development won't be gated by these requirementsNow jump back to step 1. Repeat until X's team relents and says that maybe, just perhaps they might be able to finish X in 9 months if everything goes perfectly even though the company has never done X beforeThis is now passed up the management chain and it becomes part of the official overall system's schedule that planning, marketing, sales, finance, etc. is depending on.Iterating over all of these estimates is a big waste of time. Management has already decided that they want X in the system and will keep pushing until an estimate comes back that they accept.If X's team is lucky, some other team will fail to make their estimated completion date and X will end up with the 12 months it might take to finish X. Every team in the organization is hoping that it will be a different team that first has to admit that they will not make their date. This causes a kind of game of chicken where every manager is unwilling to be the first to admit that their team is going to miss it date. Consequently, every date in the organization cannot be relied upon. The distributed file system needs the TCP stack to be finished on time, but the TCP stack needs the ethernet device drivers to be finished on time and no one will admit slippage of any dates first."
tra3,"on July 2, 2019","> -- suggest reduced functionality for XLimiting the scope in a reasonable matter should reduce dev time, no? Assuming it's a true reduction in scope and not just lipstick on a pig.."
todd8,"on July 2, 2019","Yeah, I thought that point might be confusing because I wasn't clear. You're right limiting the scope could reduce dev time and it might often be a welcome suggestion. It doesn't always go that way though and some proposals for modifying the functionality are costly because they can require re-architecting the design even before development starts.Usually, lightening the ship by throwing functionality overboard in a panic doesn't happen until around half way through a project, but what I was referring to was the sort of impractical proposals that come from non-developers about how to reduce development time.""Couldn't we remove the ability to customize user icons--everyone in the icon based user view can have the same icon."" Okay, why have icons at all if every icon is identical?""Deadlock, what's that?, do we really have to detect it in the first release?"" Hmm...""Can we leave out distributed shared virtual memory segments?"" They weren't included in the original sizing""Do we have to do persistent client caching?"" Well then we will be no better than competing products.""Does X have to run over both UDP and TCP?"" That was originally a requirement. We can go back and examine that in light of other parts of the system depending on X."
dnprock,"on July 2, 2019","I personally found that a good methodology: each team member has clear area of ownership/responsibility. John does X, Jane does Y, Ann tests X, Jeff tests Y. Everyone logs their own tasks. We define and work towards a sprint. No elaborate planning, no estimates. The peer pressure is enough to get everyone moving.Managers often tell me that my process is chaotic. They want more visibility and deterministic completion dates. We adopt Agile process.  Now we have long sprint meetings. I think we get less done."
couchand,"on July 1, 2019","One of the most useful segments of the article:> So find a good booklist. Follow some good blogs. Here’s a start: If you haven’t read Sense & Respond, Lean Enterprise, A Seat at the Table, and Everyone Is a Change Agent, I suggest you do so pronto. Your leaders too.I'd add Peopleware to that list.> Start reading posts by John Cutler, Melissa Perri, Bob Marshall, Allen Holub, Laura Klein, Erika Hall, Neil Killick, and branch out from there.Anyone care to add their own handful of books and bloggers to these recommendations?"
0xbadcafebee,"on July 1, 2019","> let’s stop pretending Agile was some sort of cure allBut we won't. That's why snake oil salesmen were so effective: we want to believe in the cure-all. No matter how often you chastise, people'll keep buying it, because they're aspirational. They want there to be greener grass on the other side, and they're willing to try anything to find it.The business doesn't actually care about Agile at all. It just has heard of the term and realized it has something to do with getting work done better. So leadership will say things like ""We're an Agile organization now"", not having the faintest idea what that means. A snake oil salesman doesn't need to know how snake oil works; he only needs to know what it promises, and how to sell it.You can have the perfect software development methodology and people will still do it wrong. But if everyone has the same goal in mind, is highly motivated, and is willing to cross aisles to work with other people to do the best job possible, a methodology will naturally arise. Self-motivating humans can get some crazy shit done. The best working organizations I've ever seen followed no methodology. They just did what was needed to keep a site running well and making money, and it was kind of wonderous."
zug_zug,"on July 1, 2019","I think this is one of the most realistic responses here.I think it's in most party's self-interest to keep playing the ""agile panacea"" game.1. Salesman sells something that doesn't exist, pats self on back2. Engineers asked to build integration/features on arbitrary timeline3. Doesn't happen, everybody unhappy4. Scapegoat needed. Says we didn't agile right. Project Manager hired / Deck of Fibonacci cards bought.5. Go back to 1"
giglamesh,"on July 2, 2019","People complain endlessly about snake oil, but honestly, have you ever heard a creaky snake?"
tetha,"on July 1, 2019","I'm currently experiencing this, and especially the whole delivery vs discovery, knows vs unknowns and their impacts on estimations. It's quite interesting, especially how differently you have to handle delivery vs discovery projects.Basically, my team consists of some devops engineers mostly working on maintaining and extending the config management, and some other technical consultants who deliver and execute projects, ideally fully standardized.For the standard delivery projects, it's extremely valuable to hammer the scope down into a precisely known constant and track the time spent to implement specific parts, as well as the delays incurred for different reasons. This allows for a strong, deliberate optimization of execution time with a measurable, predictable business impact as well as a reliable estimation of these tasks.Discovery projects on the other hand? Yeah. We're pretty good at giving a lower bound for the time necessary by tracking similar tasks in a job. Extending a database entity is going to take a roughly similar time each time. Packaging, downloading and extracting binaries isn't going to differ that much in time from the last 3 times we did that. If you can identify a bunch of similar tasks you've done some time ago already, you can give a lower bound - ""The tasks we consider familiar will take about 2 weeks"".But after that? Who knows. At that point we're rather estimating by asking: When do you stop feeling silly about it? Do you need a year to do this? A month? Two weeks? A week? A day? So usually we hand our project managers something like ""This will take 2 weeks we know, plus 3ish weeks we don't know""."
karmakaze,"on July 1, 2019","I wish the post visited each of the principles. I can't find one I disagree with. It's all in the interpretation and implementation. Agile for me is not a single methodology that you develop. It's about refining and redefining processes that work for you team and org.Principles behind the Agile ManifestoWe follow these principles:Our highest priority is to satisfy the customer
through early and continuous delivery
of valuable software.Welcome changing requirements, even late in 
development. Agile processes harness change for 
the customer's competitive advantage.Deliver working software frequently, from a 
couple of weeks to a couple of months, with a 
preference to the shorter timescale.Business people and developers must work 
together daily throughout the project.Build projects around motivated individuals. 
Give them the environment and support they need, 
and trust them to get the job done.The most efficient and effective method of 
conveying information to and within a development 
team is face-to-face conversation.Working software is the primary measure of progress.Agile processes promote sustainable development. 
The sponsors, developers, and users should be able 
to maintain a constant pace indefinitely.Continuous attention to technical excellence 
and good design enhances agility.Simplicity--the art of maximizing the amount 
of work not done--is essential.The best architectures, requirements, and designs 
emerge from self-organizing teams.At regular intervals, the team reflects on how 
to become more effective, then tunes and adjusts 
its behavior accordingly."
_lx4l,"on July 1, 2019","Most of my complaints about agile have centered around estimates. I'm of the opinion that anyone claiming to give accurate estimates for software development is a liar.But I would like to see an organization that only had the team lead give estimations. This would remove the temptation on individual team members to size too large and fill the time, while also keeping management happy that they're receiving estimates for tasks they requested. Measuring throughput would immediately become a lot more natural since team members wouldn't fall into the trap of ""When a measure becomes a target, it ceases to be a good measure.""I was actually just rejected from a job I applied to since I  voiced a few small concerns with agile/scrum in the interview. My friend that joined that company recently reported he was doing maybe 10% of the work he and I were doing before he left my team. Even though I aced the technical portion they didn't want to risk hiring me since I asked their willingness to flex the rules of scrum."
bpyne,"on July 1, 2019","Organizations have to find their own way of working. It's going to change based on the size of the organization, its goals, and its people. With the exception of 1.5 years in a software company, most of my organizations have been internal IT. What I find is that user areas, who initiate projects with us, often don't have a clear view of what they want but think it's going to help the organization. Our job is to build models quickly so that they can validate an idea. Only after iterating through a few models can they reliably say the benefit/cost of the idea.A very good engineer within my organization said to me, ""Our job is to get something in front of them quickly so they can figure out what they don't want."" Our successful projects have been ones in which we kept to this maxim.I think this is what the author was trying to say but I had a hard time following his writing style."
mizchief2,"on July 1, 2019","The whole point of Agile is to force the entire organization to recognize the fact that we don't know how long it will take to crate a satisfactory product. That doesn't mean just dev time but also figuring out what you want it to actually do throughout the process.Instead of thinking you can write a perfect requirements document, then can just design and build it (waterfall) doesn't work.The idea that you can have any sort of meaningful estimate even when you don't have perfect requirements is insane. Having an estimate with perfect requirements doesn't even work.The most effectivly analogy I've used lately is: ""Take your car to a mechanic and say ""My car is making a funny noise, how long will it take to fix?"" and see what kind of response you get"""
jnwatson,"on July 1, 2019","In the same way that software is eating the world, software management is eating traditional company management.  Software projects are getting more important, sometimes centrally important to the future viability to more and more companies that aren't traditionally software oriented.  Software projects are moving up the stack so they touch every part of an organization.Agile is being blamed for problems that are really organizational, company-wide issues that a software team has to deal with because they now are central to how everything runs.  The author's suggest to read more general business/organizational management type books is apropos, because the overall goal is agility of the entire organization, not just the software team."
btilly,"on July 1, 2019","Software development has some fundamental challenges that have been faced since the start, and always will.  Understanding them matters.  Here are some of the big ones.1. Developers need to communicate with each other.  A lot.  This takes time.  The amount of time goes up non-linearly with the size of the team.  (The Mythical Man-Month claims a scaling law of n^2.)2. Adding process + documentation of various kinds can turn that from unbounded time spent speaking to a large but bounded written effort.3. Nobody is good at predicting schedules.4. Good news travels, bad news doesn't (until the last moment).The traditional solution was to solve #1 with #2, put a lot of effort into schedules for #3, and get blindsided over and over again by #4.  The average result was that the average delivered software project took over 2x what was estimated, cost over 2x, and was delivered with under half the promised features.  But, no matter how delayed, usually didn't start slipping the promised deadline until about 2 weeks before the first official release deadline.  And these were the success stories, since most software projects never really got delivered.What Agile opened up was the perspective that there were other approaches possible.  For example we can solve #1 by having small teams, which makes #2 unnecessary, solve #3 by making projects small enough to not need good prediction, which creates a feedback loop to avoid #4.  And that is not the only valid tradeoff.But this is not a one size fits all.  Real world data shows that a team hits peak throughput at 5-8 people, declines, and doesn't get back to the same overall throughput until 20+.  (After which it is almost linear, but with much lower individual productivity.)  The teams as drawn on the org chart don't matter.  The teams as they actually interact, do.If you understand your options, and understand the tradeoffs, you can figure out how to customize the right solution to the people/organization.  If you don't understand the tradeoffs, the best that you can do is blindly copy what worked somewhere else and pray that you got it right.  And if it turns out that you didn't, develop superstitions about what you should have done instead."
chiefalchemist,"on July 1, 2019","> ""So let’s get on board with continuous learning, and let’s stop pretending Agile was some sort of cure all.""Did anyone - who has seen shiney new panaceas come and go - believe it was a cure all? What it is, like MVP, is a way to mitigate risk. It doesn't eliminate risk. It can only mitigate it.Furthermore, it still boils down to team and people. No tool will save a dysfunctional team. The key isn't the tool. The key is the key agreeing on the tool, and sticking to it. That is, tool is not a proxy for deep and solid team work."
awinter-py,"on July 1, 2019","IMO focusing more on systems than people in management is a mistake.To the extent your work isn't repetitive, the only job process can do is set a cadence on communication & decisions. Yes 2-week scrum does this but in my experience it distracts companies from the real goal of management -- attaching subject matter experts to projects, i.e. concentrating time & resources towards a goal.Process can get rid of bad people and share around your best people, but unless you have an assembly line, beware of any other claim."
rb808,"on July 1, 2019","I think most of the people who wrote the agile manifesto said ""Agile"" been warped into something they don't agree with. Its supposed to empower teams, not enforced from on high to increase pressure on teams.Heres's a good one by Dave Thomas. A quote: ""Agile is an adjective not a noun"". 
https://www.youtube.com/watch?v=a-BOSpxYJ9M"
acbabis,"on July 1, 2019","""Agile transformations"" are bad, but I still think agile itself is fine. Teams of self-organized, competent developers tend naturally toward agile-like practices. I've seen agile's story-centric model of development help new developers grow by giving them responsibility for specific, testable units of work.As a lot of people have already said, the problems arise when managers expect agile to give them software on a timeline."
mixmastamyk,"on July 1, 2019","So, Agile solved one problem when requirements are less than clear.  Small batch sizes improve responsiveness, costing a bit of throughput.  Like the old kernel HZ setting.  Now you've got 99 problems, and responsiveness ain't one.Yet folks expect Agile to solve everything for some reason, and forget all the other issues around bags of meat working together.  Those continue to need handling and still get out of control at times."
petemill,"on July 1, 2019","It is a balance: We don't know how long something we've never done before is going to take, and at the same time, we often need some time boundaries so we don't go off tangent building some wildly ambitious re-write of the world.Perhsps the qustion we ask in projects shouldn't be ""how long will this take?"" but: ""How long do you want to spend on this problem?""."
akkartik,"on July 1, 2019","""Stop unfairly putting dev under a microscope and letting everyone else hide in a black box. Why aren’t we just as concerned with how strategy teams operate? Or how legacy architects are constraints in the system?""Are other ladders in an organization not subject to performance review?! Managers? PMs?"
outworlder,"on July 1, 2019",They usually don't get _anywhere near_ as much scrutiny.Dev gets performance reviews _plus_ the microscope.
thrownaway954,"on July 1, 2019","I just always double what I think it will take. I've been doing software now for 20 years and I have NEVER seen something come in on time. If I think it will take a month, I say it will take two. This has saved me more than I can count since I pad for the unseen circumstances that will occur."
_pmf_,"on July 1, 2019",But think of your manager. He cannot stop pretending because that's all he has.
ltbarcly3,"on July 1, 2019","It's almost like there is ""No Silver Bullet"".https://en.wikipedia.org/wiki/No_Silver_Bullet"
amai,"on July 1, 2019","Agile works since 1947 at Toyota: 
https://en.m.wikipedia.org/wiki/The_Toyota_Way"
perfunctory,"on July 1, 2019","The root cause of the problem is that workplace is inherently undemocratic. While we live in democratic societies, we work in feudal organizations. Unless we fix that, nothing will change."
bassman9000,"on July 2, 2019","*And while we’re at it, we’ve got to stop treating dev teams like they work in a factory.""Beautiful"
LeonigMig,"on July 1, 2019","Great rhetorically, not sure how comprehensible the logic was."
mratsim,"on July 1, 2019",Pardon the interruption ...
