Author,Publication Date,Review
siliconc0w,"on Dec 19, 2021","Running systems is a different set of skills than building them.  You can mitigate this to an extent with a PaaS but eventually you'll run up against operational issues that require expertise to remedy properly.  You can try to use generalists to handle both produce development and operational roles but you'll start accumulating inefficiencies rather quickly (i.e your entire dev team needs to understand the operational tooling so they can be on-call, you're going to be spending more for resources you aren't using optimally, and you'll likely start to accumulate toil, downtime, performance, or security problems).  So specialists tend to pay for themselves pretty quickly.Even just having separate reporting chains is helpful to achieve a balance between work driving operational metrics (stability, performance, security), and product development work driving product metrics (sign ups, sales, acquisition costs, etc)"
jedberg,"on Dec 19, 2021","Devops is a philosophy not a role. The title DevOps engineer is meaningless.There are software engineers, who write software and then deploy it onto self serve infrastructure, and there are operations engineers and data engineers who build and maintain the systems that the software engineers use to deploy and operate their software.Usually when someone calls themselves a DevOps engineer they are an operations engineer, but sometimes they are a software engineer at a small company who also has to maintain their own infrastructure."
mgarfias,"on Dec 20, 2021","I thought “dev ops” was applying dev work flows to ops processes. That is, sprints, jira stories, etc.Then SRE came along, and it was all about devs doing ops work focusing on keeping things up and running. That is, a dev doing rigorous ops work with a focus on SLIs, error budgets, etc.But then, the term got trendy, leaked out of Google, and everyone wanted to be cool so they called their devops guys (which were really repurposed sysadmins) SREs but the job really didn’t change.Source: sysadmin/devops/SRE since 1995"
Fizzadar,"on Dec 19, 2021","Totally agree, I’ve always insisted myself and/or my team are called “infrastructure”[1], who provide the platform for the rest of engineering to deploy stuff to (devops). But when hiring for this team, have always used devops as the title because it brings in the right type of candidates.[1] platform is probably a better name :)"
NAHWheatCracker,"on Dec 19, 2021","I always want to call my DevOps team the ""tools"" team, but that's not as catchy.It's helpless to argue for changing the name. You'll never convince people whose careers are tied to DevOps to change the word they use.We should come up with a buzzword that that we can use for a few years to indicate real-DevOps. It will be taken over by the same managers shortly after, but it can be used by for a little while by people who know the real deal.We can call this ""buzzword maintenance"". The industry of engineers agrees to regularly update lingo to keep ahead of corporate concept degradation.We can do this for agile and DevOps, at least. I suggest taborca (acrobat backwards) and DesMis (designer-mission). These were done with just a quick thesaurus search."
brightball,"on Dec 19, 2021",He’s not wrong. Over complicating DevOps does take the control away from developers but I think a lot of the Ops part of DevOps is to create an internal PaaS that your devs can deploy to themselves.
ltbarcly3,"on Dec 19, 2021","Except then it's not DevOps.  If you have people working on 'DevOps' 100% of the time, that means they aren't working on Dev, and are only working on Ops.The idea behind DevOps is that Dev(elopers) do their own Op(eration)s, rather than throwing stuff over the wall for a separate team to manage.Not only has the industry done the opposite in many cases, they kept the name DevOps, meanwhile the full time operations staff have over complicated deployments and builds to the point that even they don't understand how they work anymore."
excuses_,"on Dec 19, 2021","I agree that the term was kinda stollen and in many places Ops became DevOps while still doing Ops stuff 100%.I think there is a place for both. Going into DevOps does not mean you need to get rid of your Ops team.I like the approach when Ops are handling the backbone infrastructure of the organization while individual teams work in DevOps methodology meaning they are responsible for building necessary application infra, programs, as well as bringing it to production and monitoring."
jordanbeiber,"on Dec 19, 2021","Yes, many enterprise devs I know are completely uninterested in infrastructure.This is also a great way of scaling teams - keeping a path of least resistance that is secure and compliant while giving observability and conventions."
thrower123,"on Dec 19, 2021","Infrastructure in enterprises is usually completely uninteresting, to be fair. You need like eight different people on a call in order to stand up a VM, install a service, and configure a database connection."
jordanbeiber,"on Dec 19, 2021","Broken processes and missing self-service, as you point out, is why creating a platform team is important for these types of places.
They might not know it yet, although some are trying.It doesn’t make the infra technology more or less interesting?"
jbverschoor,"on Dec 19, 2021",Or any CS field for that matter.
Ozzie_osman,"on Dec 19, 2021","100% agree. The industry took the term DevOps and started applying it to old-style ops teams (only difference is the ops teams use more ""modern"" tools).There's still value in having an infrastructure or platform team focused on building tools to enable dev teams to more efficiently deploy, monitor, and run their code, and to step in with expertise when needed (ie help debug things like database performance, etc). More ""teach a man to fish"" type help, but also ""give them a good boat and fishing net""."
zthrowaway,"on Dec 19, 2021","My DevOps team are actually SREs, and our SRE team are just webdevs who are on call. It’s pretty ridiculous."
geodel,"on Dec 19, 2021",Could be that someone in management understood site reliability as website reliability and decided to put web devs on call.
dvtrn,"on Dec 19, 2021","As an SRE, I’m starting to think the misunderstanding of SRE tradecraft is probably more pronounced than the misunderstandings of Devops tradecraft. The risks definitely feel higher.I’m six months into a new SRE role and it really feels like instead of doing any kind of engineering I’m instead just getting “overflow pipeline work from the rest of engineering that the Devops team was too busy for” and I’m already looking for the door."
lmilcin,"on Dec 19, 2021","Similar thing happened to Agile.Agile is a practice of speeding up improvement. Idea being that organisations that improve faster will, over time, overtake organisations that improve slower. If so, it makes sense to focus on the improvement loop itself. You remove management from the loop (because management takes too long and slows down improvement) and you empower and encourage individual contributors within their teams to improve the process because they can do it faster, have hands on knowledge of the process and can observe results faster.Additional benefit of Agile is that you now have a tightly knit team that tends to be more engaged with their work and more focused on thinking through what they are doing -- this tends to cause people to be more satisfied with their jobs because satisfaction of being able to affect the process positively is a great motivator.Yet, the management thinks they can come with a book and institute ""Agile process"" by telling everybody what they have to do, exactly.Usually, improvement within team structure is then actively discouraged with many explanations like ""that's not what the book says"" or ""I was doing scrum at a company where it worked and so we must do the same"" or ""we need to standardise processes"" or some other variation of it.I have observed this time and time again at various stages -- always with the same miserable outcome.At my last company they additionally decided we are introducing Scaled Agile Framework meaning, according to them, we will now plan not at team structure but at a department level. This innovation means all planning and retrospective are combined for about 400 people. Because this was too time consuming to do every two weeks, they decided we will do this every 5 sprints (10 weeks). Just to be clear -- every 5 sprints we were supposed to select and plan tickets for the next 10 weeks of development. This was presented as an efficiency improvement."
tuananh,"on Dec 20, 2021",working in a corp (10k++ employee) where everyone is specialized and outdated with the current tech scene. it's difficult to move sysops team to devops because1. old mindset2. outdated technologies3. learning capabilities. devops approach is more friendly for those with dev background but not ops background.everything about devops screams developers. it's like it was built for developers only if you think about it- immutable?- reproducible?- faster loop feedback?- testability (with cdk)? writing test units?all these sounds foreign to sysops people from where i work.
carlhjerpe,"on Dec 19, 2021","I disagree, DevOps people are writing code and ""code"" (YAML, HCL, JSON) that's used to provision infrastructure. When developers push to master it'll build and deploy. They're still deploying, they're just getting help with running the stuff. Can we really expect everyone to understand how solid infrastructure should be built? I don't think every JS frontend dev should have this know-how, yet their code is deployed on S3 behind Cloudfront (or whatever in front of whatever, static file hosting feels like kind of a solved problem)."
darkwater,"on Dec 20, 2021","To be honest, I never understood how this ""DevOps vision"" could scale up to an engineering department bigger than, let say, 10-15 people. At some point there are enough things to do to keep the platform working by itself to move dedicated hours from business code to platform/infrastructure code. So you can decide if you use developers time or bring in someone dedicated to this. 
But maybe all the developers like the OP are 10x developers that can just do everything without skipping a beat."
anticristi,"on Dec 19, 2021","Kind of weird to blame Kubernetes.As long as the application team operates their application and the platform team operates their platform, I would argue that you do DevOps. It's just that one team consumes services from another team. Kubernetes just happens to be a damn good ""API"" between the platform and the application team.Indeed, the application team is likely to build using code, whereas the platform team is likely to use scripts and configuration. But each runs the stuff they build."
sriku,"on Dec 20, 2021","The ""devops philosophy"" is not a fundamental fact of nature (of dev teams or whatever). If deploying stuff is complicated, it is not surprising that we'll have teams that specialise in it. The naming/identification of the organization concept has to follow structures determined to be desirable for more fundamental reasons ... and not the other way around.So the right question to ask here is perhaps ""why is deploying so complicated?"""
mongro1,"on Dec 19, 2021","I feel this article is missing a lot of the drivers.When automation was kicking off Ops just sucked. Infrastructure teams were slow to respond and automate, were underfunded, whatever. They sucked when Dev's were being driven to deploy faster.Dev's started do it themselves. They sucked at it too. They got some ""ops"" guys in the team to help them do it better. This was then called ""DevOps"" and the consultants built an industry around the cultural change of collaboration between Devs and Ops.DevOps smushed together so much that it became just ""Devs"" doing ops work. They realised that Ops is hard and 70% of their work was Ops, with 30% providing business value. Dev's don't want to Ops, they just want to Dev.Scaling dev's meant building shared deployment platforms. So ops was centralised into a ""Devops"" team. Usually this is jammed between Dev teams and traditional Infratructure (VMWare) teams. Kubernetes lives here.Having a devops/platform team also means you have less fingers in your cloudspace breaking things and deploying bad patterns. Good for scale. Dev's just want to write code, throw it at git, tests run, they repeat. No ops for them."
dorongrinstein,"on Dec 20, 2021",We built the https://controlplane.com platform to let developers focus on the Dev and get best practices Ops so they can deliver many times faster. Our customers get 99.999% availability and ultra low latency no matter where users are. Check it out and I'd love to hear your feedback on the Ops part in DevOps with Control Plane.
anotherhue,"on Dec 20, 2021",Control Plane is awesome and as a former SRE I recommend it whole-heartedly.
dorongrinstein,"on Dec 20, 2021",Thank you! make sure you write me an email. I'll ship you a t-shirt :)
hzlatar,"on Dec 20, 2021","I tend to agree with the author of the article. Somewhere along the way, term devops changed its meaning. Initially, devops symbolized a way of working and a multi-disciplinary team. Nicely captured in [1]:> Under a DevOps model, development and operations teams are no longer “siloed. Sometimes, these two teams are merged into a single team where the engineers work across the entire application lifecycle, from development and test to deployment to operations, and develop a range of skills not limited to a single function.Today, devops is often used to describe the engineering role very similar to the classic system administrator. I guess this is mostly because it sounds ""more modern"" and it's more attractive.But, the comments in this thread made me aware that there indeed is a role that's focused only on serving developer needs. I guess we could call an engineer a devops engineer if their job is only to build and maintain system tools for developers.[1] https://aws.amazon.com/devops/what-is-devops/"
coolgoose,"on Dec 19, 2021","I am so tired of devops as a term. It's a stupid bandaid solution.Infrastructure, regardless if you use a paas or not, is a tough cookie to crack and deserves a normal sysadmin role.Monitoring, resource utilization, network management, library updates, costs among a few are things you need to master, observe and proactively manage, not keep it as an afterthought since it magically just works."
kazen44,"on Dec 19, 2021","troubleshooting infrastructure is hard.You cannot usually bring down or change something in production without extensive research because well, its production. 
Issue usually happen either at seemingly random times, or at moments when doing something directly about it is nearly impossible because of the impact it will have on the production network/system.Also, in production (in the greater sense of the word, for instance, a datacenter with a virtualisation system running multiple workloads/applications). that most issues between systems start to creep up.
Usually, systems themselves have been tested enough, its the unintended interaction between them that throws things off balance."
atmosx,"on Dec 19, 2021","> You build it, you run itFor any set of non-trivial apps the cognitive load is simply too big. Assuming the engineer can handle it, eventually more time will be spent in keeping up with the current system(s) than writing code/promoting the business logic.A company could chose to use ready-made tools but all them get expensive pretty quickly and make their own assumptions about workflows, view-points, etc. The assumptions might fit the use case or not. Lock-in then becomes another problem. There's no easy way out, it's trade offs all the way :-)Example: The Haskell lead engineer for App1 has all the necessary knowledge to understand how the base-metal NixOs fleet is configured because there's deep familiarity with Nix. At some point the infra team will start making decisions and assumptions to automate _this_ or _that_. The engineer now will have to spent time understand what changed since last time, making sure nothing is broken while performing changes."
lbriner,"on Dec 20, 2021","Lots of comments seem to get something confused. Devops doesn't mean you won't have specialist ops teams, but it also doesn't mean that every deployment has to go via the ops team.Devops is:Moving value quickly from left to rightGetting feedback quicklyDynamically changing your process to avoid past problems in the futureThe key point is that to achieve this to any degree, the developers must be empowered to get their code into production quickly, without needing anyone else to create a gate.You might well need some specialists to setup and maintain e.g. kubernetes, VMs whatever but the end-game is that what is left is automated and repeatable deployments that mean devs get stuff deployed. It also means that a lot more of this can (and should) be maintained by developers. A developer should be able to modify a Jenkins pipeline as much as/more easily/reliably than an ops person so they should be. Why? Get stuff quickly from left to right and don't wait for others to do it."
jollybean,"on Dec 19, 2021","When the cloud was young, devs could indeed push their own code. They didn't need the sysops people. It was a major change.But as the cloud became more complex, invariably, SysOps just took on a whole new shape. Instead of buying hardware and keeping Ethernet boxes wired and alive, you now have K8s etc..I suggest we have failed somewhere along the way: it shouldn't be necessary for real DevOps up to significant scale.If our tooling were good enough, it should be mostly fairly automated.'Containers' seem to be a messy, hacky afterthought when what we really probably just needed was 'configs'. Cloud Lambdas, Queing, Caching, Logging could be feasibly made very simply configed ... on all the Cloud Providers it's fairly complicated, just beyond the ability for a regular dev to stay on top of along with the rest of dev stuff."
darkwater,"on Dec 20, 2021","Also, there should be no bugs and PMs or business owners should be able to draw their own SaaS, no need for developers as well."
arielb1,"on Dec 19, 2021","The one system I've seen work is when each medium team (of say, 20-36 people) has a ""devops team"" of say 4-6 people that is responsible for all the infrastructure stuff, while the rest of the people can focus on product work. It's just that keeping track of infrastructure is much more efficient as a full-time job rather than a 10%-time job.It's important to do the org engineering right so that the infrastructure people and developers feel responsible for each-other and work well together - ideally both teams should be able to open PRs against each other's code if needed and get help any time.If the org engineering isn't done right, devs write code that pages the ops and the ops don't respond to devs quickly enough for things to work well (""traditional ops"")."
GiorgioG,"on Dec 19, 2021","Kubernetes is a cancer for 99% of companies. Most companies need little more than docker compose/swarm.Kubernetes is the antithesis to KISS. If you’re Google, then you need something like K8s. Most orgs using it are pretenders or trend followers. Sadly it has become the “standard” way to deploy apps."
NAHWheatCracker,"on Dec 19, 2021","I just joined the first project to use Kubernetes at my current company.I remember a conversation with a ""DevOps"" engineer when I started 3 years ago. They had evaluated Kubernetes and decided against it due to how complicated it is. He left a year ago, shortly before the project started.The project is a mess and no one knows what they are doing. They've been building it for almost a year and nothing works.I'm pretty sure the decision was made based on the desires of the developers with a fragile veneer about how it is necessary for the product they want to build.At least it's fun to learn, albeit frustrating to work with."
Toine,"on Dec 20, 2021","100% this, same for microservices.One of the most damaging belief a developer can have is ""if my stack looks like * insert unicorn *'s stack, we will be a unicorn"""
GiorgioG,"on Dec 20, 2021",I completely agree.Microservices & Kubernetes are poster children for:https://en.m.wikipedia.org/wiki/You_aren%27t_gonna_need_it
throwawayboise,"on Dec 19, 2021",N/A
kazen44,"on Dec 20, 2021",I know a couple of guys running a jails based system with carp for load balancing and redundancy.they have 4 physical servers in total and have been at it for more then a decade.the only time they had downtime was during the migration from one DC to the another one.this system runs 80% of the EDI market in my country...simple solutions are usually better.
arthur6667,"on Dec 20, 2021","After working in dev, ops & devops roles for over 10 years, I just want to add this: Expertise and specialization is not a bad thing.Sure, you can just chuck everything on a managed k8s solution, PaaS or whatever, but that does not mean you can build efficient application images; write correct and secure nginx configurations etc.
Maybe you can rely on what the platform provides, but I've never seen a platform that is acctually usable in production without customization layers.Anyway, my point is, it is ok to have specialists, like for Ops and tooling. I do not & will not expect a frontend developer to be able to write a efficient docker image or how to ensure assets are properly rolled over during deploys. It simply does not scale."
thecleaner,"on Dec 20, 2021",Why would a frontend developer need to build a docker image ?
2ion,"on Dec 20, 2021","It's ""why would a frontend developer build inside a docker image"". You wouldn't believe the absurd problems in npm dependency chains when you try to build natively on macos and windows and linux. Especially ""native code"" in npm deps is not always the best quality and tested on all platforms it is declared to support. Better to build in Linux and run in Linux all the time (via containers or VMs)."
KaiserPro,"on Dec 19, 2021","I did not entirely agree with the main assertion of the post. However having re-read it, I do now broadly agree.I would say that devops _should_ be a spectrum. I have always worked at places that never really had rigid boundaries between sysadmin and dev. So I was really quite baffled by the initial push to devops (Isn't that what you were doing before? How can you be a sysadmin if you can't code.)Having a department of devops is fine, so long as most of them are embedded into dev teams. Assuming you rotate your devops around dev teams, its a good way to remove single persons of failure, and increase standardisation. Depending on size, there might be a chance to have a core systems/platform team."
anotherhue,"on Dec 20, 2021","Are you running your application on a UNIX system? (You probably are). Do you know your octal file permissions? Your various FS choices? Your reserved ports? Your inode limits? Your uid mapping? Your SSL root trust location? Your free-space limits? Your TCP handshake? Your TLS 1.1, 1.2, 1.3 handshake? Your HTTP verbs? Firewall rules? NAT configurations? Load Balancer health checks? JVM -~XmX values? Swap size? Database connection pools? LibC implementations? GNU vs BSD command arguments? cgroups? jails? eBPF? retpolines?You're probably a developer, and these are concerns of a lower level. They are different skill sets, and pretending otherwise is marketing bullshit."
cakeface,"on Dec 20, 2021","As a developer your stack goes all the way down. An issue with a TCP 3 way handshake to your application load balancer is still an issue. An error in the filesystem that results in customer impact is still your responsibility. We can work with specialists but ultimately it is a team that owns their software running in production.Many of the things you listed are well known, monitored, and tuned by software engineers operating their software. Especially connection pools and memory settings."
StreamBright,"on Dec 19, 2021","I think k8s is exactly the reason we are moving back to separate ops vs dev modus operandi in many cases.Projects like Terraform and Pulumi moved us towards a more vertically integrated development process, bringing the knowledge and tooling of SRE people right into the application repository. And when k8s turned out to be too complex for this setup we claim that the previous way of doing things was better.I disagree, strongly. If anything, we are going to skip k8s and just use the other solutions (AWS, Azure, even on-prem with other tools than k8s) and we are going to keep our devops tools, integrated teams and the progress we made in the last decade."
AtNightWeCode,"on Dec 20, 2021","For as long as I can remember there have been two widely used definitions of DevOps. One is the one large private corps use where it means developers and operators work close together in the same team. The other one is the cloud thing where DevOps is a role responsible for both development and operations. “You build it, you own it, you run in”, is more or less a scam from the cloud providers cause historically it was very difficult for none-developers to troubleshoot any issues in the cloud. The mantra should be “You build it, you own it, anybody operates it”."
gobins,"on Dec 19, 2021","I have been working in Infra Automation and deployment automation for a while now. As much as there are complaints about having a dedicated team called ""Devops"", one thing that this change has really done is that CI/CD is almost a non-negotiable of application delivery now. I am sure there are a lot of teams and orgs still starting out in this transformation but its no longer something I have to explain to application teams now."
therealbilly,"on Dec 20, 2021","I'm personally waiting for the whole DevOps thing to revert back to what we had before. I come from the mainframe world. In those days, there was real trust in the developers and we migrated our own code. We had testers and we couldn't move stuff until they verified our work. The intentions were good for implementing DevOps but I think it's gotten out of hand. It's just too complex. Just my opinion."
streetcat1,"on Dec 19, 2021","I think that the op is missing a side.The article is about dev -> ops.The other side is ops->dev. I.e. since infrastructure is software, ops become dev (and not just dev become ops)."
kazen44,"on Dec 19, 2021","has ops ever not been dev?Atleast in my experience (ISP/DC world) most operational people where expected to do troubleshooting which at some points, results in one having to program to get to the nitty gritty efficiently. At a certain scale, issues start to creep up that are hard if not impossible to troubleshoot without atleast some programming and CS experience.Are operational people developers? Not in the traditional sense, but the development of specific tools is required to efficiently keep the lights running.A good example of this is troubleshooting packet loss. In a large network, this can become very difficult to pinpoint because more then a few dozen hops exist, and packets drop seem to occur randomly.Without tooling to gather this data from different points in the network and doing statistics on it, it becomes nearly impossible to get a clear picture and troubleshoot efficiently."
cpitman,"on Dec 20, 2021","In my experience, mainly in the non-tech enterprise space, the classic sysadmin team is allergic to writing code that would require ongoing maintenance. The most they would do is write a throwaway script, or possibly have their own personal set of scripts. But write an actual tool for broader consumption? Never.It's one of the biggest differences I see day to day in enterprise operations and developer mindsets. Developers generally do not worry about who will support code before they write it, because their entire job is to write code. Operations teams on the other hand want to find an off the shelf tool, with enterprise support, even for what could be a fairly simple task."
tripleSex,"on Dec 20, 2021","I haven't chosen a software niché to focus into and am curious about Development Operations -- anybody know any internet web-sites that have ,,Leetcode''-like exercises/education? Or even books and technologies I should study would be helpful, but obviously, content recommendations which are more structured would be more useful."
pxeger1,"on Dec 20, 2021",niché?
tripleSex,"on Dec 20, 2021","Yeah, you are right pxeger1 1: niche (/NEESH/) doesn't have accent mark. (In French, the e without an accent mark is silent. According to some person on Quora . . . )"
l9k,"on Dec 20, 2021","Silent at the end of a word only (and when it is part of a conjugaison or accord suffix such as -es or -ent).
Also, depending on the accent of a person, the ending ""e"" can be pronounced, but it's rare."
gfodor,"on Dec 20, 2021","Hilariously that is not the original purpose of ""DevOps"", and double hilariously, it is the direct opposite: that Dev and Ops (separate groups) should work together better:https://newrelic.com/blog/nerd-life/devops-name"
Sosh101,"on Dec 19, 2021","In my experience, far too much responsibility is placed on the person generating the code nowadays. It's just got worse and worse as infrastructure has become more ""software defined"".  Writing the code and interfacing with all the systems we have to today are two different skills, and I think not often going together."
ownagefool,"on Dec 19, 2021",Counter point.How is owning a namespace on k8s with a shared services team looking after k8s health any different from using amazons aws apis and having shared responsibility with aws?I don't really understand the railing against complexity just because you can see how the sausage is made.  What's the deal?
hiptobecubic,"on Dec 19, 2021","There seems to be a lot of people here, and presumably a lot of companies, where no one has ever actually seen a successfully run devops team and what they provide.For one, people are arguing past each other about deployment environments vs developer tools vs being a sysadmin."
quickthrower2,"on Dec 19, 2021","PaaS is easier and I prefer it for personal projects. I don’t want to use the terminal or shell at all and have minimal yaml files.For work though kubernetes means portability and not having the rug pulled from under you, you can move clouds more easily if necessary."
netfortius,"on Dec 20, 2021",N/A
VMtest,"on Dec 20, 2021","The comments are really a messSome people are suggesting to change how DevOps works by going against the definiton of DevOpsIn that case, please don't put DevOps in the engineering title anymore"
pjmlp,"on Dec 19, 2021","Somehow it seems System Engineers got renamed into DevOps, from the kind of tasks that land on my table when I happen to wear the DevOps hat on some consulting gigs."
User23,"on Dec 20, 2021",Hiring Werner’s little sweatshop from Cornel truly changed the world. It’s funny how much shit Jesse caught from recruiting for pulling off that coup.
1270018080,"on Dec 19, 2021","DevOps Engineer is an oxymoron, but who cares. Prescriptive linguistics is a fools errand. DevOps engineers do important work, their job is real."
safeerm,"on Dec 19, 2021",N/A
qaq,"on Dec 19, 2021",N/A
emptybottle,"on Dec 20, 2021",Is PaaS considered easier because platform operations are handled by a different group of people?
sharken,"on Dec 19, 2021",N/A
988747,"on Dec 19, 2021",">> Developers typically care about developing the business side of the application and have little interest in the rest.Correction: developers care about using cool new programming languages and frameworks. ""Business side of the application"" has to be forced on them by business analysts and scrum masters :P"
EGreg,"on Dec 19, 2021","And what exactly is ""Platform as a Service""? Can someone define that?"
joedoejr,"on Dec 20, 2021","It is bunch of network devices, servers, oses, services and softwares running by (dev)ops"
kristianpaul,"on Dec 19, 2021",Could not agree more
throwaway984393,"on Dec 20, 2021","""Things get much easier if you-""You can stop right there. There is no easy way. That is the DevOps misunderstanding. To understand why, look at your car.Your car is a complex system that appears simple. You just purchase it, put gas in it, turn a key, shift a gear, press a pedal, and it goes. And goes, and goes, and goes. But over time the tires will go bald, the brakes will wear out, you will run out of coolant and brake fluid, the engine oil will turn to sludge, and the car will break down. Past those inevitable faults, some parts will randomly fail and require troubleshooting and replacement. You have two choices: either become a mechanic, or pay for one. (Or I guess. run it into the ground and buy a new one...) Computer systems are the same.Say you just want to ""buy and drive"". Ok, so you buy a PaaS. You still have to learn how to drive it. And they are only easy to drive up til the point they break down and need more maintenance. And that's just driving it...Now say you're in auto racing (building your own high performance, high reliability system). Someone has to build the car, someone has to maintain it, and someone has to drive it. You can't build a race car without knowing how to change a tire; otherwise you could build a car that runs like shit on the track. But mechanical engineers don't generally race cars, so they hand it over to mechanics and drivers to deal with running it on the track. And in doing so, they teach the mechanics and drivers all the insides and outs of the car. If they didn't, the car would never leave the garage, much less win a race. Imagine a random Ford mechanic or your cousin Bobby at the helm of an F1 car.People who build systems should know how to run them. However, if people building systems don't know how to run them, they must teach whoever is running them how it was built and how it works inside and out. If anything significant changes, the mechanics need to know. And if something fails on the track, or even some unexpected brake fade, the engineers need to know so they can redesign their parts.NASCAR, Formula 1, Le Mans, etc would be completely impossible otherwise. When the cars fail, the mechanics would be constantly shouting at the engineers pulling teeth trying to figure out how to fix the car in the middle of the race. There is no time for that madness. Toyota also builds their cars by having a continuous improvement cycle between engineers, the people assembling the cars, and service technicians. Toyota has basically been doing DevOps for 70 years (if you don't know the TPS system, you don't know dick about DevOps).When I was fixing my brakes the other day, I ran into eight different operations I need to do properly. I needed to use a breaker bar and torch to unseat stuck bolts, because banging a wrench with a hammer strips bolts (guess how I know). I needed to use a custom tool to push the caliper piston back for the rear piston, because it requires twisting to reseat rear pistons. I needed anti-seize put on the rotor and wheel hub surfaces to prevent them sticking the next time I remove them. I needed to remove the caliper slide pins, clean them of dirt, and re-grease them, to prevent uneven/premature brake failure. I needed to grease the brake pad slides as well as the caliper contact points (without getting any on the pad material). I needed to torque the bolts to the right specification (the front and rear bolts take different torque). I needed to bleed the brakes with a custom appliance to remove air bubbles from the lines. And I needed to properly bed the brakes. All of those operations are necessary to prevent failure. But if I'd never learned about all the failure modes, I would have just slapped it all together and the brakes probably would have failed soon after. (The brakes will still fail eventually, I just control how soon it happens)There is no getting around the knowledge gap. There is no easy way. If you're not all on the same page, you can ship a new car, but it's likely to be a lemon."
clh1126,"on Dec 30, 2021","+1 this, and Devops can also be strongly traced back to Deming/Japan. Developers not caring to learn about ops or how their code functions in actual production are the ones who could care less about the long term impact or quality of their work."
mathfailure,"on Dec 19, 2021",N/A
